19:07:22.245539;Received:0x11 0xff 0x8 0xc 0x10 0x64 0x7 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:07:27.503742;Received:0x11 0xff 0x8 0xc 0x10 0x64 0x7 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:07:32.751922;Received:0x11 0xff 0x8 0xc 0x10 0x64 0x7 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:08:32.085306;Received:0x11 0xff 0x8 0xc 0x10 0x33 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:08:42.290694;Received:0x11 0xff 0x8 0xc 0x10 0x33 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:08:52.533077;Received:0x11 0xff 0x8 0xc 0x10 0x33 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:09:02.734470;Received:0x11 0xff 0x8 0xc 0x10 0x32 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:09:12.905820;Received:0x11 0xff 0x8 0xc 0x10 0x32 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:09:23.124250;Received:0x11 0xff 0x8 0xc 0x10 0x31 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:09:33.334722;Received:0x11 0xff 0x8 0xc 0x10 0x31 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:09:43.541042;Received:0x11 0xff 0x8 0xc 0x10 0x31 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:09:53.778698;Received:0x11 0xff 0x8 0xc 0x10 0x31 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:10:03.947799;Received:0x11 0xff 0x8 0xc 0x10 0x31 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:10:14.168236;Received:0x11 0xff 0x8 0xc 0x10 0x2f 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:10:24.373632;Received:0x11 0xff 0x8 0xc 0x10 0x2f 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:10:34.541012;Received:0x11 0xff 0x8 0xc 0x10 0x2f 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:10:44.717418;Received:0x11 0xff 0x8 0xc 0x10 0x2f 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:10:54.932797;Received:0x11 0xff 0x8 0xc 0x10 0x2f 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:11:05.102187;Received:0x11 0xff 0x8 0xc 0x10 0x2f 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:11:15.322591;Received:0x11 0xff 0x8 0xc 0x10 0x2e 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:11:25.529006;Received:0x11 0xff 0x8 0xc 0x10 0x2e 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:11:35.694353;Received:0x11 0xff 0x8 0xc 0x10 0x2e 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
19:11:45.913810;Received:0x11 0xff 0x8 0xc 0x10 0x2e 0x1 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0 0x0
